subset,sample_id,num_nodes,num_faces,inlet_count,wss_mag_mean,wss_mag_std,wss_mag_max,pressure_mean,pressure_min,pressure_max,pressure_range
single,sample_0056,9966,19928,252,33.143451837450684,52.38983214258045,400.2553408281123,135643.85041328016,131825.203125,139081.125,7255.921875
single,sample_0057,7122,14240,177,40.985773660440096,53.97516796301763,400.95859224850346,136126.29628922703,133184.03125,141040.046875,7856.015625
single,sample_0058,9484,18964,244,20.931036058863462,26.855458922454996,348.49881987260494,134309.2713781105,133149.796875,136557.5,3407.703125
single,sample_0059,10988,21972,266,23.37072262524382,31.534963622080685,347.822074121698,134493.90692403077,132725.28125,136979.046875,4253.765625
single,sample_0060,6699,13394,184,24.059988016889083,18.729620749742654,352.3067080304706,134546.97826867815,133311.828125,136958.609375,3646.78125
single,sample_0061,6906,13808,183,24.94873691902053,23.19832352457577,352.1971278438256,134629.8428834528,133320.796875,137403.453125,4082.65625
single,sample_0062,9680,19356,259,20.826245564458834,21.402926127949467,348.1669674960715,134298.70401439824,133319.578125,136289.59375,2970.015625
single,sample_0063,9469,18934,239,28.276648612857038,40.018267350590705,348.4332011026511,134814.35958621555,132353.21875,137945.6875,5592.46875
single,sample_0064,7150,14296,195,32.19857700021953,35.72757445476104,352.620943235342,135263.1211166958,133312.46875,138615.703125,5303.234375
single,sample_0065,8571,17138,239,21.712444820452255,23.975575498566528,349.3882050287178,134329.71787313325,133321.203125,136485.125,3163.921875
single,sample_0066,9920,19836,254,34.473865352895096,57.407326126202,517.1224598370624,135611.92920394405,132001.4375,139283.5625,7282.125
single,sample_0067,10735,21466,267,23.022533342343053,32.523216578305636,347.97998486610464,134435.07940731253,132655.515625,136904.40625,4248.890625
single,sample_0068,9812,19620,254,32.683215803346386,50.260864067499924,355.3849502762719,135579.49038326793,132226.515625,138843.734375,6617.21875
single,sample_0069,8886,17768,221,26.229623473969024,24.619478070169055,349.8942836240621,134748.30020713762,133320.578125,137197.75,3877.171875
single,sample_0070,9303,18602,238,25.829395218841615,31.57672307276572,349.27531824438887,134665.67471514567,133321.375,137438.25,4116.875
single,sample_0071,6680,13356,172,34.67853084412172,42.5952960116816,354.1906323087286,135517.62481053517,133307.984375,139064.453125,5756.46875
single,sample_0072,11804,23604,260,34.486241367284805,41.56317563286105,347.66131840913295,135180.44028904397,133028.390625,138692.203125,5663.8125
single,sample_0073,6925,13846,188,29.22321400480288,34.09319057039083,353.7629059660188,135030.743508574,133320.0625,137888.9375,4568.875
single,sample_0074,6296,12588,181,31.430376073673386,31.393074678734784,353.4350452247195,135086.0439763342,133321.359375,137975.9375,4654.578125
single,sample_0075,9320,18636,241,34.312087897793624,45.98258667770046,349.92974810857703,135548.87084395118,132833.0625,139862.484375,7029.421875
single,sample_0076,6763,13522,168,34.237337696629275,36.19462736770011,353.9282200504192,135375.3478693812,133258.5,139112.34375,5853.84375
single,sample_0077,9505,19006,254,34.83367132736495,48.195367679380126,349.5818816952363,135674.5054855997,132693.09375,139563.078125,6869.984375
single,sample_0078,9738,19472,253,30.144680783714165,41.379894137257125,348.5980989910339,135208.5279269999,132430.40625,138457.453125,6027.046875
single,sample_0079,11348,22692,262,28.855979819376614,31.615369876304083,348.1862089916565,134740.51499438228,133121.703125,137527.03125,4405.328125
single,sample_0080,10026,20048,258,30.839690215943442,46.817552607616676,348.28147562128765,134991.2817985737,132498.09375,138229.203125,5731.109375
single,sample_0081,9722,19440,253,24.358055582284663,28.92809706547357,348.3829673596593,134600.22672482513,133180.390625,137005.96875,3825.578125
single,sample_0082,8960,17916,223,38.03577109582831,50.718923367932526,388.3703369745415,135794.46140311105,132742.34375,140283.0625,7540.71875
single,sample_0083,9452,18900,251,32.77880519328641,54.72232403114746,490.3137379646294,135416.42210312633,131933.390625,139316.28125,7382.890625
single,sample_0084,9659,19314,253,30.455921599304826,50.00866808670808,448.53974921882246,135371.2104983047,131804.09375,138624.34375,6820.25
single,sample_0085,7419,14834,209,26.942299532069256,29.610614307235956,351.22454162649194,134878.9505682201,133320.59375,137875.34375,4554.75
single,sample_0086,9781,19558,249,33.10171938534532,45.98972545164631,452.7078145293006,135125.715149269,132099.484375,138808.9375,6709.453125
single,sample_0087,9608,19212,242,25.775835379202718,28.783973958233698,348.7168633306399,134716.44112490892,133320.25,137508.84375,4188.59375
single,sample_0088,6493,12982,148,32.22945930740208,31.181204918082592,356.16801853058155,135172.191420087,133322.0,138079.71875,4757.71875
single,sample_0089,5982,11960,170,28.115974728801007,37.70616805400001,353.8160354729832,134918.27229866682,132848.390625,137639.390625,4791.0
single,sample_0090,9614,19224,245,23.035788215114984,24.528035592154716,348.5742274048373,134471.19472741574,133321.125,136625.703125,3304.578125
single,sample_0091,6492,12980,188,33.603799721214955,48.37237914439741,356.1443788821981,135378.04071357055,132683.90625,138951.71875,6267.8125
single,sample_0092,6992,13980,183,34.445066214961585,37.97708852033663,353.223482424936,135357.31381176703,133289.34375,138817.546875,5528.203125
single,sample_0093,6068,12132,160,30.309657668146063,27.25531429825296,354.252320613448,135048.59200416118,133321.109375,137742.28125,4421.171875
single,sample_0094,5669,11334,160,25.23029999021654,22.63176513094823,354.3559890288122,134631.20834252072,133321.21875,136988.640625,3667.421875
single,sample_0095,10122,20240,258,28.214693654851523,47.5238132060317,402.5720001792746,135038.3890319354,131745.3125,138364.40625,6619.09375
single,sample_0096,10895,21786,268,22.472320135896354,35.11993793365107,348.3017711619574,134472.7689737265,132304.03125,137083.5,4779.46875
single,sample_0097,5652,11300,147,26.361582926490094,20.849022661343533,355.7492638253521,134788.95330469302,133322.140625,137177.296875,3855.15625
single,sample_0098,9122,18240,245,23.900228120200918,26.47209368188716,348.7922357304879,134512.78597929457,133318.875,137476.40625,4157.53125
single,sample_0099,9398,18792,227,29.120143529775035,34.44412827121861,350.09170503280893,134980.61131856512,133321.890625,138348.765625,5026.875
single,sample_0100,9642,19280,249,24.151098663407648,25.302022820967128,348.48456675361865,134443.81395360144,133321.09375,137072.34375,3751.25
single,sample_0101,11218,22432,271,28.581306441908644,42.17056287495708,347.7373794762953,134811.64722293412,132182.484375,137749.40625,5566.921875
single,sample_0102,9547,19090,237,38.90771280565383,52.268027576603075,407.01101714148035,136177.28153641196,132385.09375,141069.96875,8684.875
single,sample_0103,9981,19958,248,21.32896304482747,26.701830039387488,348.4454115772884,134351.74717901513,132944.890625,136579.90625,3635.015625
single,sample_0104,9782,19560,256,25.246460299959992,29.051662382693806,348.26432346131395,134655.82293530207,133313.9375,137135.171875,3821.234375
single,sample_0105,7204,14404,194,32.355906574962766,38.51168859940504,352.6715254061039,135381.73702326833,132885.625,138849.65625,5964.03125
single,sample_0106,6938,13872,178,35.19255733159073,40.39856079118852,353.8264888012422,135403.38740901556,133322.140625,139032.5,5710.359375
single,sample_0107,9814,19624,257,26.235280606016786,29.875191439976398,348.26608976028626,134662.17255642448,133223.890625,137403.640625,4179.75
single,sample_0108,9375,18746,237,30.47480453801219,44.08989411848143,349.54418071823227,135008.88240333332,132201.796875,138390.25,6188.453125
single,sample_0109,9171,18338,238,25.828013350156567,32.4990386667988,349.7259783692509,134818.85854187113,132824.578125,137533.40625,4708.828125
single,sample_0110,9369,18734,233,31.052376500104995,36.0361287385436,349.78410817403596,135213.52532287332,133321.203125,138539.390625,5218.1875
single,sample_0111,10572,21140,254,27.12757819747156,37.103673975936545,348.4432608851613,134705.09473727772,132189.546875,137576.046875,5386.5
single,sample_0112,9392,18780,231,33.50315954416985,39.842535966469114,348.78304872616445,135439.99714850404,133123.171875,139472.34375,6349.171875
single,sample_0113,9600,19196,244,27.6054135953257,35.491759290361536,348.69656118299,134828.937664388,132886.953125,137547.921875,4660.96875
single,sample_0114,9974,19944,262,30.100457553011722,51.7248008320299,440.67905843748144,135297.83763409866,131583.15625,138706.75,7123.59375
single,sample_0115,10096,20188,265,29.400131757068646,44.22060653612906,353.27668172519424,135110.90778680914,132429.84375,138219.625,5789.78125
single,sample_0116,9181,18358,235,32.64399896158147,44.70731821253557,348.86460289551866,135425.16253165505,132555.109375,139196.96875,6641.859375
single,sample_0117,9377,18750,233,33.44708622996523,42.997917738928216,349.4857875755642,135646.9091977045,132970.671875,139172.78125,6202.109375
single,sample_0118,9844,19684,258,20.11091534889208,18.739668600099467,348.4999893176208,134226.48435754012,133317.625,136129.375,2811.75
single,sample_0119,10776,21548,257,27.705213280848096,30.718193443699974,348.1666269702146,134729.47113811944,133062.015625,137560.21875,4498.203125
single,sample_0120,9917,19830,254,18.126116449266362,20.959533201444323,348.41781647063834,134058.52427964605,133321.296875,135878.765625,2557.46875
single,sample_0121,10039,20074,253,21.05586663877207,21.775851493121614,348.47533222447896,134284.82282846898,133318.109375,136329.109375,3011.0
single,sample_0122,8937,17870,233,32.747838060483716,48.538586981829134,349.88786934492964,135561.89462697215,132473.75,139536.6875,7062.9375
single,sample_0123,7036,14068,208,28.483350601335317,32.25371715853355,351.5584874144544,134906.24217195495,133320.765625,137736.875,4416.109375
single,sample_0124,8329,16654,204,34.39421544075219,51.03862291939512,393.69551993148457,135694.8343832543,132349.09375,139636.3125,7287.21875
single,sample_0125,10334,20664,245,34.83914043565171,48.78164471498564,348.5452208041835,135408.53050912038,132876.921875,138730.859375,5853.9375
single,sample_0126,9293,18582,229,28.755809732160618,29.788773458839348,349.76098252689064,135102.18555801408,133313.03125,137976.515625,4663.484375
single,sample_0127,8602,17200,224,26.268631231846072,24.314092196042797,350.52036669580247,134789.91479089166,133320.296875,137237.234375,3916.9375
single,sample_0128,5780,11556,168,24.879555568995762,24.404941816966375,355.63170496317565,134600.926816609,133319.96875,137215.0625,3895.09375
single,sample_0129,10669,21334,267,23.741224883154462,30.636629158600833,348.11833146092795,134407.2688323062,133242.609375,136842.046875,3599.4375
single,sample_0130,10299,20594,261,36.91475129131162,53.20459695518548,424.0639069499163,135703.89001814497,131852.71875,139728.3125,7875.59375
single,sample_0131,9108,18212,242,29.06723886762765,38.90380931570751,349.2031857234897,135189.69212333937,132719.546875,138410.125,5690.578125
single,sample_0132,8446,16888,217,41.617359497275075,51.132240988341444,350.7353728104212,136726.28590087022,132568.765625,141071.5,8502.734375
single,sample_0133,11090,22176,281,27.00112432986964,43.153298881219,348.1401297310608,134873.7318037083,132325.109375,137895.75,5570.640625
single,sample_0134,10621,21238,259,34.437620456770254,48.47638932818572,348.03317166762577,135232.34979198052,132701.609375,139039.0625,6337.453125
single,sample_0135,9487,18970,244,32.08722459492138,46.96267030931152,348.57304201613147,135443.9769338964,132540.390625,138815.96875,6275.578125
single,sample_0136,8318,16632,236,22.10055784396799,22.871614376513662,350.0910981803673,134346.9590609221,133320.625,136631.90625,3311.28125
single,sample_0137,9004,18004,218,33.18945958770458,49.160729637089126,392.4042337147291,135621.7887449328,132455.21875,139990.671875,7535.453125
single,sample_0138,5893,11782,176,31.651727370737337,30.270004104346828,354.4936069262552,135048.59767149584,133316.921875,138171.1875,4854.265625
single,sample_0139,9211,18418,232,36.73465340301548,46.96953593800406,350.1498658535029,135686.21216480294,132753.390625,140214.109375,7460.71875
single,sample_0140,10178,20352,250,32.28229534123382,43.840655377402044,367.25985223008934,135134.2926931863,132296.015625,138673.140625,6377.125
single,sample_0141,10947,21890,267,30.74753533893412,42.506786875361456,348.0089973440516,134983.06629099295,132425.125,138214.8125,5789.6875
single,sample_0142,6079,12154,154,34.593680159877565,34.61673490702021,355.03245292519864,135119.1966092285,133291.5625,138584.015625,5292.453125
single,sample_0143,7320,14636,174,45.33751120665879,60.149516150935376,407.34436621932855,136553.54932547815,132498.921875,141879.921875,9381.0
single,sample_0144,9582,19160,235,35.00625449067874,46.03563728826069,349.2751751542049,135876.33503737475,133140.140625,139429.15625,6289.015625
single,sample_0145,9609,19214,251,26.25556610603975,32.298411137915515,348.77821494078296,134727.00607340774,133010.171875,137414.6875,4404.515625
single,sample_0146,11100,22196,271,25.926432418301733,35.04621203900955,347.8940331761927,134751.27883445946,132513.453125,137393.671875,4880.21875
single,sample_0147,10567,21130,268,30.6414606445376,45.38074266598345,348.1700107226593,135042.1231014006,132230.203125,138479.203125,6249.0
single,sample_0148,9489,18974,251,29.08974401167968,34.212477570870355,348.6585493652237,134902.72614507587,133319.421875,138135.578125,4816.15625
single,sample_0149,9720,19436,257,19.419265772076407,19.392338259053517,348.0380327595938,134183.7112348894,133320.4375,136055.34375,2734.90625
single,sample_0150,10102,20200,255,28.75817719996383,40.66725621621949,348.25399030582753,135054.8134759825,132502.234375,138126.203125,5623.96875
single,sample_0151,6577,13150,184,29.04001466518868,30.94399737130815,352.91149686033447,134840.5901151741,133321.859375,138043.71875,4721.859375
single,sample_0152,9622,19240,243,36.154637336427236,42.072532463714765,348.6911653213706,135656.89659601694,132954.40625,139580.75,6626.34375
single,sample_0153,7208,14412,177,30.018729791005644,31.665447193095574,353.04755343128414,134924.0589362514,133321.421875,138056.671875,4735.25
single,sample_0154,10937,21870,267,24.010358968414522,29.967731728933437,348.1085656095007,134498.9089486948,132813.953125,137082.78125,4268.828125
single,sample_0155,5826,11648,160,37.275677869552396,49.294392104651536,354.9200464002159,135553.8973888603,132899.859375,139324.796875,6424.9375
single,sample_0156,9560,19116,237,32.10647164393232,35.866487895236716,349.29250783876023,135304.10944691423,133239.5,138755.78125,5516.28125
single,sample_0157,9495,18986,249,27.778140124134996,28.707245776433137,349.03827023525986,134829.5212134676,133324.4375,137683.296875,4358.859375
single,sample_0158,9728,19452,246,19.940554508415012,20.21740477762027,348.55662111379996,134204.27948158665,133319.1875,136099.578125,2780.390625
single,sample_0159,8935,17866,240,33.41572931985138,35.48114186831191,349.30712597127854,135471.42902035534,133269.375,138882.703125,5613.328125
single,sample_0160,9969,19934,245,35.910936189909215,53.19059324086789,430.1804119182085,135481.943017103,132544.234375,139378.0625,6833.828125
single,sample_0161,11589,23174,265,28.710142030624898,38.348224105568505,348.1737387768941,134731.7930998684,132624.53125,137890.125,5265.59375
single,sample_0162,6988,13972,171,34.553229821104196,36.464919179229916,353.7981425828148,135667.07556033556,133304.265625,139067.796875,5763.53125
single,sample_0163,9218,18432,246,28.765167030823672,48.778575778663985,416.1088223843872,135147.84412460675,131818.984375,138760.15625,6941.171875
single,sample_0164,9096,18188,234,30.21734236377219,47.98476433704047,411.95549556752934,135297.0289086549,132107.25,139217.828125,7110.578125
single,sample_0165,10520,21036,264,27.66794020638735,34.451594516382855,348.10105444636986,134698.4978359672,132978.65625,137465.65625,4487.0
single,sample_0166,9595,19186,244,30.043435807030253,40.669364626088,349.22644495451294,135325.26726647993,132895.78125,138528.640625,5632.859375
single,sample_0167,6285,12566,164,38.047551164586515,45.650745736919305,354.6286235071178,135559.46603023072,132962.484375,139479.515625,6517.03125
single,sample_0168,10252,20500,255,35.719858192175515,47.760494462588504,348.64664609020366,135589.849297698,132258.515625,139226.921875,6968.40625
single,sample_0169,8432,16860,198,30.399021915191465,42.54688999509251,352.5741271142939,135539.20593609166,132206.4375,138824.40625,6617.96875
single,sample_0170,9281,18558,227,31.163356582670037,34.66260646190767,349.8993067315625,135430.60156839242,133138.953125,138773.671875,5634.71875
single,sample_0171,9647,19290,239,34.65288520724826,47.22958746531609,349.2441757499263,135640.94740107027,132800.015625,139058.78125,6258.765625
single,sample_0172,9630,19256,241,31.975379744186966,45.11931528984495,348.7034536225001,135099.01284559967,132962.40625,138436.203125,5473.796875
single,sample_0173,9225,18446,232,25.902317577009246,29.7213172734224,349.1957017469845,134747.26329268294,133164.640625,137372.265625,4207.625
single,sample_0174,9927,19850,249,36.58300784120468,47.686206630501786,348.57319126405685,135844.29080569407,132273.984375,139514.375,7240.390625
single,sample_0175,9576,19148,245,28.454557053138597,34.92378021958135,348.6912859478386,134822.9228246397,132914.46875,137877.390625,4962.921875
single,sample_0176,7062,14120,203,34.72591622405808,53.83596458493357,428.79330149542943,135528.61597723732,131901.25,139515.140625,7613.890625
single,sample_0177,9577,19150,264,24.60288437517225,28.434834720220884,348.49144147561367,134645.42879424663,133313.9375,137120.09375,3806.15625
single,sample_0178,10477,20950,264,32.918014641720035,40.222872904435484,348.1521893806049,134989.24919168177,133346.0,138452.671875,5106.671875
single,sample_0179,7204,14404,188,26.66101802172963,23.71667387406379,352.4033836191919,134672.46904063714,133321.296875,137342.53125,4021.234375
single,sample_0180,8033,16062,219,28.54203066800899,32.48461614982889,351.1175723967469,135005.01541492905,133321.375,138013.8125,4692.4375
single,sample_0181,9318,18632,246,22.367877565609778,23.111722526461605,348.8960019603702,134396.81854508747,133321.359375,136561.84375,3240.484375
single,sample_0182,9295,18586,229,23.21905741596188,20.12212177573463,350.5480472055401,134501.63709319526,133319.65625,136799.765625,3480.109375
single,sample_0183,6576,13148,185,33.99240529710066,45.72872821827674,353.3754186816256,135391.3460571586,132777.671875,139144.59375,6366.921875
single,sample_0184,10836,21668,267,24.587310671503438,51.045428086897125,484.6289521284701,134703.78790100705,131060.1796875,137998.8125,6938.6328125
single,sample_0185,7504,15004,196,38.30180633339411,52.439149345990224,371.9463751821802,136000.91915353478,132230.4375,140227.28125,7996.84375
single,sample_0186,8021,16038,222,27.2633193851563,34.35164766906234,350.54905475853917,134784.76963011158,132662.265625,137805.203125,5142.9375
single,sample_0187,9421,18838,245,24.929395894303063,29.306339553721717,348.4625765630988,134639.69853087518,133240.484375,137234.21875,3993.734375
single,sample_0188,9074,18144,242,25.979421977071972,35.626439801967095,348.88730283874844,134613.43743800969,133211.4375,137701.65625,4490.21875
single,sample_0189,10284,20564,264,23.691496608565796,28.70053654299594,348.30456014308015,134463.36712824533,132887.96875,136775.0625,3887.09375
single,sample_0190,9918,19832,258,21.449749857352735,21.373509609763296,348.04390144148687,134322.7491949612,133317.703125,136326.984375,3009.28125
single,sample_0191,9875,19746,257,22.31961216872149,23.05731638556671,348.32081370940676,134435.0605443038,133321.5,136570.96875,3249.46875
single,sample_0192,9173,18342,242,29.40831435957428,30.303031961774224,349.1640587134041,134866.79441192903,133319.78125,138190.703125,4870.921875
single,sample_0193,9884,19764,254,31.617426727339947,40.17259252393345,348.55309443987665,135195.29210877427,132924.203125,138207.21875,5283.015625
single,sample_0194,10377,20750,264,19.36822913513704,19.56793035079024,348.0750887029028,134151.92564836898,133323.046875,136039.390625,2716.34375
single,sample_0195,10116,20228,250,35.96893254623085,58.03025833081926,460.63908329297203,135639.56632129796,132209.671875,139748.6875,7539.015625
single,sample_0196,9179,18354,246,28.702284822306943,38.49856403863979,348.9934258770894,134860.3312265089,132639.703125,138482.515625,5842.8125
single,sample_0197,7961,15918,217,30.21208105355542,32.50992049247164,350.7215761858163,134934.57415839718,133321.578125,138338.15625,5016.578125
single,sample_0198,7109,14214,185,41.55954230762717,59.72314228088509,402.2255487168318,136583.89345591856,132060.265625,141109.484375,9049.21875
single,sample_0199,9331,18658,244,30.59194781091293,42.561822612844935,349.06545228676134,135240.15623492928,132873.734375,138813.578125,5939.84375
single,sample_0200,10165,20326,251,31.348966159515143,45.37001889719947,348.36593082601115,135324.46185747665,132234.71875,138485.453125,6250.734375
single,sample_0201,8805,17606,233,21.785624932794786,22.327011290073308,349.66548399579335,134360.42305153323,133321.140625,136576.28125,3255.140625
single,sample_0202,9489,18974,253,23.178095057577785,21.446615463207404,348.7438934698919,134483.27694896722,133319.015625,136695.703125,3376.6875
single,sample_0203,9360,18716,249,22.306316799592047,27.12881085004132,349.2291423333695,134449.80409321582,133174.640625,137082.125,3907.484375
single,sample_0204,10551,21098,251,34.83716212437322,47.96469390488342,355.54468916529265,135499.65733846318,132473.015625,139151.1875,6678.171875
single,sample_0205,9466,18928,245,23.482488869331586,31.843381436634527,348.6809939279548,134511.9624841538,132690.5625,136967.71875,4277.15625
single,sample_0206,8945,17886,243,27.110816084206917,32.23459768993589,349.2157451967876,134697.73792272218,133288.8125,137975.515625,4686.703125
single,sample_0207,9046,18088,242,25.394359138520546,30.548355793802045,349.3497432077637,134800.62287544218,133043.78125,137469.140625,4425.359375
single,sample_0208,8469,16934,198,32.88361197275672,35.00141211241013,351.4902292257932,135211.37683758413,133320.84375,138853.0625,5532.21875
single,sample_0209,9403,18802,248,23.980220445687866,21.313227085255708,349.33479730426603,134577.35813536902,133320.65625,136807.671875,3487.015625
single,sample_0210,10847,21690,274,22.28948120503692,25.725585053113882,348.1687301077171,134362.61993955701,133317.234375,136578.171875,3260.9375
